,player,season,age,team,position,g,gs,mp,fg,fga,fg_pct,three_p,three_pa,three_pct,two_p,two_pa,two_pct,efg,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,trp_dbl,season_num,gs_pct,award,first_place_votes,award_pts_won,award_pts_max
17147,DeMar DeRozan,2010,20,TOR,SG,77,65.0,1664.0,255,512,0.498,4.0,16.0,0.25,251,496,0.506,0.502,148,194,0.763,66.0,157.0,223.0,53,43.0,18.0,62.0,176,662,0.0,1.0,0.8441558441558441,,0.0,0.0,615.0
17160,Greg Deane,1980,22,UTA,SG,7,N/A,48.0,2,11,0.182,1.0,1.0,1.0,1,10,0.1,0.22699999999999998,5,7,0.7140000000000001,2.0,4.0,6.0,6,0.0,0.0,3.0,3,10,0.0,1.0,N/A,,0.0,0.0,66.0
17161,Dewayne Dedmon,2014,24,GSW PHI ORL ,C,31,6.0,390.0,38,83,0.45799999999999996,0.0,0.0,N/A,38,83,0.45799999999999996,0.45799999999999996,21,32,0.6559999999999999,38.0,89.0,127.0,5,7.0,22.0,18.0,66,97,0.0,1.0,0.1935483870967742,,0.0,0.0,620.0
17172,Terry Dehere,1994,22,LAC,PG,64,6.0,759.0,129,342,0.377,23.0,57.0,0.40399999999999997,106,285,0.37200000000000005,0.41100000000000003,61,81,0.753,25.0,43.0,68.0,78,28.0,3.0,61.0,69,342,0.0,1.0,0.09375,,0.0,0.0,101.0
17178,Bryce Dejean-Jones,2016,23,NOP,SG,14,11.0,279.0,28,69,0.406,12.0,32.0,0.375,16,37,0.43200000000000005,0.493,11,21,0.524,8.0,40.0,48.0,15,10.0,2.0,11.0,17,79,0.0,1.0,0.7857142857142857,,0.0,0.0,650.0
17179,Sam Dekker,2016,21,HOU,PF,3,0.0,6.0,0,0,0.0,0.0,0.0,N/A,0,0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,,0.0,0.0,650.0
17183,Vinny Del Negro,1989,22,SAC,SG,80,2.0,1556.0,239,503,0.475,6.0,20.0,0.3,233,483,0.48200000000000004,0.48100000000000004,85,100,0.85,48.0,123.0,171.0,206,65.0,14.0,77.0,160,569,0.0,1.0,0.025,,0.0,0.0,85.0
17195,Malcolm Delaney,2017,27,ATL,PG,73,2.0,1248.0,145,388,0.374,26.0,110.0,0.23600000000000002,119,278,0.428,0.40700000000000003,75,93,0.8059999999999999,10.0,113.0,123.0,193,39.0,1.0,95.0,112,391,0.0,1.0,0.0273972602739726,,0.0,0.0,500.0
17197,Bison Dele,1992,22,ORL,PF,48,2.0,905.0,171,324,0.528,0.0,0.0,N/A,171,324,0.528,0.528,95,142,0.669,115.0,157.0,272.0,33,41.0,53.0,86.0,139,437,0.0,1.0,0.041666666666666664,,0.0,0.0,96.0
17205,Carlos Delfino,2005,22,DET,SG,30,4.0,459.0,42,117,0.359,9.0,35.0,0.257,33,82,0.402,0.397,23,40,0.575,13.0,42.0,55.0,38,22.0,6.0,23.0,44,116,0.0,1.0,0.13333333333333333,,0.0,0.0,630.0
17213,Ángel Delgado,2019,24,LAC,C,2,0.0,15.0,1,5,0.2,0.0,0.0,N/A,1,5,0.2,0.2,1,2,0.5,2.0,2.0,4.0,0,1.0,0.0,0.0,2,3,0.0,1.0,0.0,,0.0,0.0,500.0
17214,Tony Delk,1997,23,CHH,PG,61,1.0,867.0,119,256,0.465,52.0,112.0,0.46399999999999997,67,144,0.465,0.5660000000000001,42,51,0.8240000000000001,31.0,68.0,99.0,99,36.0,6.0,68.0,71,332,0.0,1.0,0.01639344262295082,,0.0,0.0,115.0
17224,Matthew Dellavedova,2014,23,CLE,SG,72,4.0,1271.0,122,296,0.41200000000000003,57.0,155.0,0.368,65,141,0.461,0.508,38,48,0.792,29.0,94.0,123.0,187,33.0,5.0,60.0,121,339,0.0,1.0,0.05555555555555555,,0.0,0.0,620.0
17231,Fennis Dembo,1989,23,DET,SF,31,0.0,74.0,14,42,0.33299999999999996,0.0,4.0,0.0,14,38,0.368,0.33299999999999996,8,10,0.8,8.0,15.0,23.0,5,1.0,0.0,7.0,15,36,0.0,1.0,0.0,,0.0,0.0,85.0
17232,Larry Demic,1980,22,NYK,PF,82,N/A,1872.0,230,528,0.436,0.0,0.0,N/A,230,528,0.436,0.436,110,183,0.601,195.0,288.0,483.0,64,56.0,30.0,168.0,306,570,0.0,1.0,N/A,,0.0,0.0,66.0
17235,Dell Demps,1994,23,GSW,PG,2,0.0,11.0,2,6,0.33299999999999996,0.0,0.0,N/A,2,6,0.33299999999999996,0.33299999999999996,0,2,0.0,0.0,0.0,0.0,1,2.0,0.0,1.0,1,4,0.0,1.0,0.0,,0.0,0.0,101.0
17243,Luol Deng,2005,19,CHI,SF,61,45.0,1663.0,280,645,0.434,31.0,117.0,0.265,249,528,0.47200000000000003,0.45799999999999996,120,162,0.741,92.0,230.0,322.0,135,48.0,27.0,118.0,98,711,0.0,1.0,0.7377049180327869,roy,0.0,1.0,630.0
17258,Kenny Dennard,1982,23,KCK,PF,30,3.0,607.0,62,121,0.512,0.0,0.0,N/A,62,121,0.512,0.512,26,40,0.65,47.0,86.0,133.0,42,35.0,8.0,35.0,81,150,0.0,1.0,0.1,,0.0,0.0,69.0
17262,Justin Dentmon,2012,26,SAS TOR ,PG,6,0.0,91.0,10,28,0.35700000000000004,2.0,14.0,0.14300000000000002,8,14,0.5710000000000001,0.39299999999999996,4,6,0.667,0.0,8.0,8.0,10,2.0,0.0,7.0,10,26,0.0,1.0,0.0,,0.0,0.0,600.0
17264,Randy Denton,1977,27,ATL,C,45,N/A,700.0,103,256,0.402,N/A,N/A,N/A,103,256,0.402,0.402,33,47,0.7020000000000001,81.0,137.0,218.0,33,14.0,16.0,N/A,100,239,0.0,1.0,N/A,,0.0,0.0,66.0
17265,Rod Derline,1975,22,SEA,SG,58,N/A,666.0,142,332,0.428,0.0,0.0,0.0,142,332,0.428,0.428,43,56,0.768,12.0,47.0,59.0,45,23.0,4.0,N/A,47,327,0.0,1.0,N/A,,0.0,0.0,18.0
17267,Marcus Derrickson,2019,22,GSW,PF,11,0.0,67.0,16,33,0.485,10.0,20.0,0.5,6,13,0.462,0.636,4,5,0.8,8.0,5.0,13.0,1,0.0,1.0,3.0,9,46,0.0,1.0,0.0,,0.0,0.0,500.0
17268,Dave Deutsch,1967,21,NYK,N/A,19,N/A,93.0,6,36,0.16699999999999998,0.0,0.0,0.0,6,36,0.16699999999999998,0.16699999999999998,9,20,0.45,N/A,N/A,21.0,15,N/A,N/A,N/A,17,21,0.0,1.0,N/A,,0.0,0.0,90.0
17272,Ernie DiGregorio,1974,23,BUF,PG,81,N/A,2910.0,530,1260,0.42100000000000004,0.0,0.0,0.0,530,1260,0.42100000000000004,0.42100000000000004,174,193,0.902,48.0,171.0,219.0,663,59.0,9.0,N/A,242,1234,0.0,1.0,N/A,roy,16.0,16.0,17.0
17277,Donte DiVincenzo,2019,22,MIL,SG,27,0.0,411.0,50,124,0.40299999999999997,22.0,83.0,0.265,28,41,0.6829999999999999,0.49200000000000005,9,12,0.75,16.0,49.0,65.0,31,13.0,6.0,19.0,38,131,0.0,1.0,0.0,,0.0,0.0,500.0
17280,Derrick Dial,2000,24,SAS,SG,8,0.0,95.0,17,46,0.37,3.0,12.0,0.25,14,34,0.41200000000000003,0.402,3,5,0.6,14.0,12.0,26.0,5,1.0,1.0,6.0,10,40,0.0,1.0,0.0,,0.0,0.0,121.0
17284,Cheick Diallo,2017,20,NOP,PF,17,0.0,199.0,36,76,0.474,0.0,0.0,N/A,36,76,0.474,0.474,15,21,0.7140000000000001,23.0,50.0,73.0,4,4.0,7.0,7.0,17,87,0.0,1.0,0.0,,0.0,0.0,500.0
17288,Hamidou Diallo,2019,20,OKC,SG,51,3.0,526.0,75,165,0.455,4.0,24.0,0.16699999999999998,71,141,0.504,0.467,36,59,0.61,38.0,59.0,97.0,17,21.0,10.0,23.0,77,190,0.0,1.0,0.058823529411764705,,0.0,0.0,500.0
17291,Boris Diaw,2004,21,ATL,SG,76,37.0,1919.0,140,313,0.447,6.0,26.0,0.231,134,287,0.467,0.457,56,93,0.602,111.0,231.0,342.0,182,59.0,37.0,126.0,191,342,0.0,1.0,0.4868421052631579,,0.0,0.0,590.0
17305,Yakhouba Diawara,2007,24,DEN,SG,64,19.0,1177.0,100,292,0.342,49.0,170.0,0.28800000000000003,51,122,0.418,0.426,35,53,0.66,27.0,83.0,110.0,55,30.0,7.0,37.0,132,284,0.0,1.0,0.296875,,0.0,0.0,640.0
17309,Guillermo Díaz,2008,22,LAC,SG,6,0.0,18.0,1,4,0.25,0.0,1.0,0.0,1,3,0.33299999999999996,0.25,3,5,0.6,2.0,0.0,2.0,1,0.0,0.0,0.0,0,5,0.0,1.0,0.0,,0.0,0.0,625.0
17310,Dan Dickau,2003,24,ATL,PG,50,0.0,515.0,70,170,0.41200000000000003,22.0,61.0,0.361,48,109,0.44,0.47600000000000003,21,26,0.8079999999999999,9.0,34.0,43.0,85,14.0,2.0,53.0,66,183,0.0,1.0,0.0,,0.0,0.0,585.0
17316,Kaniel Dickens,2004,25,POR,PF,3,0.0,12.0,3,3,1.0,0.0,0.0,N/A,3,3,1.0,1.0,1,2,0.5,2.0,0.0,2.0,0,0.0,0.0,1.0,3,7,0.0,1.0,0.0,,0.0,0.0,590.0
17319,Henry Dickerson,1976,24,DET,SG,17,N/A,112.0,9,29,0.31,0.0,0.0,0.0,9,29,0.31,0.31,10,16,0.625,3.0,0.0,3.0,8,2.0,1.0,N/A,17,28,0.0,1.0,N/A,,0.0,0.0,18.0
17321,Michael Dickerson,1999,23,HOU,SG,50,50.0,1558.0,215,462,0.465,71.0,164.0,0.433,144,298,0.483,0.542,46,72,0.639,26.0,57.0,83.0,95,27.0,11.0,66.0,90,547,0.0,1.0,1.0,,0.0,0.0,118.0
17326,Derrek Dickey,1974,22,GSW,PF,66,N/A,930.0,115,233,0.494,0.0,0.0,0.0,115,233,0.494,0.494,51,66,0.773,123.0,216.0,339.0,54,17.0,15.0,N/A,112,281,0.0,1.0,N/A,,0.0,0.0,17.0
17332,Travis Diener,2006,23,ORL,PG,23,0.0,246.0,29,69,0.42,25.0,57.0,0.439,4,12,0.33299999999999996,0.601,5,6,0.833,4.0,17.0,21.0,16,7.0,0.0,10.0,22,88,0.0,1.0,0.0,,0.0,0.0,625.0
17337,Gorgui Dieng,2014,24,MIN,C,60,15.0,818.0,113,227,0.498,1.0,1.0,1.0,112,226,0.496,0.5,59,93,0.634,103.0,197.0,300.0,39,30.0,50.0,54.0,108,286,0.0,1.0,0.25,roy,0.0,3.0,620.0
17355,Coby Dietrick,1977,28,SAS,C,82,N/A,1772.0,285,620,0.46,N/A,N/A,N/A,285,620,0.46,0.46,119,166,0.7170000000000001,111.0,261.0,372.0,148,88.0,57.0,N/A,267,689,0.0,1.0,N/A,,0.0,0.0,66.0
17362,Mickey Dillard,1982,23,CLE,PG,33,0.0,221.0,29,79,0.36700000000000005,0.0,4.0,0.0,29,75,0.387,0.36700000000000005,15,23,0.652,6.0,9.0,15.0,34,8.0,2.0,17.0,40,73,0.0,1.0,0.0,,0.0,0.0,69.0
17364,Byron Dinkins,1990,22,HOU,PG,33,0.0,362.0,44,109,0.40399999999999997,1.0,9.0,0.111,43,100,0.43,0.408,26,30,0.867,13.0,27.0,40.0,75,19.0,2.0,37.0,30,115,0.0,1.0,0.0,,0.0,0.0,92.0
17366,Jackie Dinkins,1972,22,CHI,SF,18,N/A,89.0,17,41,0.415,0.0,0.0,0.0,17,41,0.415,0.415,11,20,0.55,N/A,N/A,20.0,7,N/A,N/A,N/A,10,45,0.0,1.0,N/A,,0.0,0.0,115.0
17367,Bill Dinwiddie,1968,24,CIN,SF,67,N/A,871.0,141,358,0.39399999999999996,0.0,0.0,0.0,141,358,0.39399999999999996,0.39399999999999996,62,102,0.608,N/A,N/A,237.0,31,N/A,N/A,N/A,122,344,0.0,1.0,N/A,,0.0,0.0,79.0
17371,Spencer Dinwiddie,2015,21,DET,PG,34,1.0,455.0,51,169,0.302,12.0,65.0,0.185,39,104,0.375,0.337,31,34,0.912,4.0,44.0,48.0,104,19.0,6.0,33.0,53,145,0.0,1.0,0.029411764705882353,,0.0,0.0,650.0
17378,Ike Diogu,2006,22,GSW,PF,69,14.0,1031.0,175,334,0.524,0.0,0.0,N/A,175,334,0.524,0.524,136,168,0.81,95.0,134.0,229.0,29,15.0,30.0,78.0,164,486,0.0,1.0,0.2028985507246377,,0.0,0.0,625.0
17384,DeSagana Diop,2002,20,CLE,C,18,1.0,109.0,12,29,0.414,0.0,0.0,N/A,12,29,0.414,0.414,1,5,0.2,5.0,12.0,17.0,5,1.0,10.0,12.0,19,25,0.0,1.0,0.05555555555555555,,0.0,0.0,126.0
17406,Vlade Divac,1990,21,LAL,C,82,5.0,1611.0,274,549,0.499,0.0,5.0,0.0,274,544,0.504,0.499,153,216,0.708,167.0,345.0,512.0,75,79.0,114.0,110.0,240,701,0.0,1.0,0.06097560975609756,,0.0,0.0,92.0
17422,Juan Dixon,2003,24,WAS,PG,42,3.0,647.0,104,271,0.384,25.0,84.0,0.298,79,187,0.42200000000000004,0.43,37,46,0.804,13.0,59.0,72.0,40,26.0,3.0,42.0,54,270,0.0,1.0,0.07142857142857142,,0.0,0.0,585.0
17430,Michael Doleac,1999,21,ORL,C,49,0.0,780.0,125,267,0.46799999999999997,0.0,0.0,N/A,125,267,0.46799999999999997,0.46799999999999997,54,80,0.675,66.0,82.0,148.0,20,19.0,17.0,26.0,117,304,0.0,1.0,0.0,,0.0,0.0,118.0
17443,James Donaldson,1981,23,SEA,C,68,N/A,980.0,129,238,0.542,0.0,0.0,N/A,129,238,0.542,0.542,101,170,0.594,107.0,202.0,309.0,42,8.0,74.0,68.0,79,359,0.0,1.0,N/A,,0.0,0.0,69.0
17457,Luka Dončić,2019,19,DAL,SG,72,72.0,2318.0,506,1186,0.42700000000000005,168.0,514.0,0.327,338,672,0.503,0.49700000000000005,346,485,0.713,86.0,477.0,563.0,429,77.0,25.0,247.0,137,1526,8.0,1.0,1.0,roy,98.0,496.0,500.0
17464,Billy Donovan,1988,22,NYK,PG,44,0.0,364.0,44,109,0.40399999999999997,0.0,7.0,0.0,44,102,0.431,0.40399999999999997,17,21,0.81,5.0,20.0,25.0,87,16.0,1.0,42.0,33,105,0.0,1.0,0.0,,0.0,0.0,80.0
17466,Keyon Dooling,2001,20,LAC,PG,76,1.0,1237.0,148,362,0.409,28.0,80.0,0.35,120,282,0.426,0.44799999999999995,125,179,0.698,8.0,81.0,89.0,177,41.0,11.0,94.0,107,449,0.0,1.0,0.013157894736842105,,0.0,0.0,124.0
17479,Aleksandar Đorđević,1997,29,POR,SG,8,0.0,61.0,8,16,0.5,5.0,7.0,0.7140000000000001,3,9,0.33299999999999996,0.6559999999999999,4,5,0.8,1.0,4.0,5.0,5,0.0,0.0,5.0,3,25,0.0,1.0,0.0,,0.0,0.0,115.0
17480,Jacky Dorsey,1978,23,DEN POR ,SF,11,N/A,88.0,12,31,0.387,N/A,N/A,N/A,12,31,0.387,0.387,10,16,0.625,11.0,19.0,30.0,5,2.0,3.0,6.0,17,34,0.0,1.0,N/A,,0.0,0.0,66.0
17483,Joey Dorsey,2009,25,HOU,PF,3,0.0,6.0,1,2,0.5,0.0,0.0,N/A,1,2,0.5,0.5,0,0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0,2,0.0,1.0,0.0,,0.0,0.0,600.0
17487,Tyler Dorsey,2018,21,ATL,SG,56,5.0,974.0,144,382,0.377,72.0,199.0,0.36200000000000004,72,183,0.39299999999999996,0.47100000000000003,45,63,0.7140000000000001,17.0,113.0,130.0,79,17.0,5.0,37.0,63,405,0.0,1.0,0.08928571428571429,,0.0,0.0,505.0
17489,Luguentz Dort,2020,20,OKC,SF,36,28.0,820.0,86,218,0.39399999999999996,30.0,101.0,0.297,56,117,0.479,0.46299999999999997,42,53,0.792,24.0,57.0,81.0,27,31.0,4.0,22.0,97,244,0.0,1.0,0.7777777777777778,,0.0,0.0,500.0
17491,Damyean Dotson,2018,23,NYK,SG,44,2.0,474.0,72,161,0.447,22.0,68.0,0.324,50,93,0.5379999999999999,0.516,16,23,0.696,9.0,75.0,84.0,31,12.0,2.0,17.0,34,182,0.0,1.0,0.045454545454545456,,0.0,0.0,505.0
17496,Quincy Douby,2007,22,SAC,PG,42,0.0,359.0,48,126,0.381,12.0,50.0,0.24,36,76,0.474,0.429,11,15,0.733,11.0,26.0,37.0,15,15.0,4.0,15.0,21,119,0.0,1.0,0.0,,0.0,0.0,640.0
17499,Bruce Douglas,1987,22,SAC,SG,8,1.0,98.0,7,24,0.292,0.0,1.0,0.0,7,23,0.304,0.292,0,4,0.0,5.0,9.0,14.0,17,9.0,0.0,9.0,9,14,0.0,1.0,0.125,,0.0,0.0,78.0
17500,John Douglas,1982,25,SDC,SG,64,9.0,1031.0,181,389,0.465,18.0,59.0,0.305,163,330,0.494,0.488,67,102,0.657,27.0,63.0,90.0,146,48.0,9.0,92.0,147,447,0.0,1.0,0.140625,,0.0,0.0,69.0
17502,Leon Douglas,1977,22,DET,C,82,N/A,1626.0,245,512,0.479,N/A,N/A,N/A,245,512,0.479,0.479,127,229,0.555,181.0,345.0,526.0,68,44.0,81.0,N/A,294,617,0.0,1.0,N/A,,0.0,0.0,66.0
17509,Sherman Douglas,1990,23,MIA,PG,81,66.0,2470.0,463,938,0.494,5.0,31.0,0.161,458,907,0.505,0.496,224,326,0.687,70.0,136.0,206.0,619,145.0,10.0,246.0,187,1155,0.0,1.0,0.8148148148148148,,0.0,0.0,92.0
17521,Toney Douglas,2010,23,NYK,PG,56,12.0,1087.0,179,391,0.45799999999999996,68.0,175.0,0.389,111,216,0.514,0.545,55,68,0.809,40.0,68.0,108.0,112,42.0,3.0,55.0,116,481,0.0,1.0,0.21428571428571427,,0.0,0.0,615.0
17529,Chris Douglas-Roberts,2009,22,NJN,SG,44,3.0,585.0,81,176,0.46,3.0,12.0,0.25,78,164,0.47600000000000003,0.469,51,62,0.823,14.0,36.0,50.0,52,12.0,7.0,31.0,34,216,0.0,1.0,0.06818181818181818,,0.0,0.0,600.0
17535,Sekou Doumbouya,2020,19,DET,PF,38,19.0,754.0,92,236,0.39,28.0,98.0,0.28600000000000003,64,138,0.46399999999999997,0.449,31,46,0.674,20.0,98.0,118.0,19,20.0,8.0,35.0,80,243,0.0,1.0,0.5,,0.0,0.0,500.0
17537,Sonny Dove,1968,22,DET,PF,28,N/A,162.0,22,75,0.293,N/A,N/A,N/A,22,75,0.293,0.293,12,26,0.462,N/A,N/A,52.0,11,N/A,N/A,N/A,27,56,0.0,1.0,N/A,,0.0,0.0,79.0
17539,Zabian Dowdell,2011,26,PHO,PG,24,0.0,292.0,51,125,0.408,3.0,10.0,0.3,48,115,0.41700000000000004,0.42,16,17,0.941,5.0,15.0,20.0,51,20.0,2.0,29.0,30,121,0.0,1.0,0.0,,0.0,0.0,590.0
17540,Steve Downing,1974,23,BOS,C,24,N/A,137.0,21,64,0.32799999999999996,0.0,0.0,0.0,21,64,0.32799999999999996,0.32799999999999996,22,38,0.579,14.0,25.0,39.0,11,5.0,0.0,N/A,33,64,0.0,1.0,N/A,,0.0,0.0,17.0
17543,Milton Doyle,2018,24,BRK,SG,10,0.0,125.0,13,47,0.27699999999999997,4.0,23.0,0.174,9,24,0.375,0.319,4,8,0.5,3.0,15.0,18.0,10,6.0,2.0,2.0,13,34,0.0,1.0,0.0,,0.0,0.0,505.0
17544,PJ Dozier,2018,21,OKC,PG,2,0.0,3.0,1,2,0.5,0.0,0.0,N/A,1,2,0.5,0.5,0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1,2,0.0,1.0,0.0,,0.0,0.0,505.0
17548,Terry Dozier,1990,23,CHH,SF,9,0.0,92.0,9,27,0.33299999999999996,0.0,1.0,0.0,9,26,0.34600000000000003,0.33299999999999996,4,8,0.5,7.0,8.0,15.0,3,6.0,2.0,7.0,10,22,0.0,1.0,0.0,,0.0,0.0,92.0
17549,Goran Dragić,2009,22,PHO,PG,55,1.0,728.0,88,224,0.39299999999999996,20.0,54.0,0.37,68,170,0.4,0.43799999999999994,50,65,0.769,33.0,70.0,103.0,111,29.0,3.0,73.0,87,246,0.0,1.0,0.01818181818181818,,0.0,0.0,600.0
17562,Zoran Dragić,2015,25,PHO MIA ,SG,16,1.0,75.0,11,30,0.36700000000000005,3.0,14.0,0.214,8,16,0.5,0.41700000000000004,3,5,0.6,5.0,3.0,8.0,5,2.0,0.0,5.0,6,28,0.0,1.0,0.0625,,0.0,0.0,650.0
17563,Greg Dreiling,1987,24,IND,C,24,0.0,128.0,16,37,0.43200000000000005,0.0,0.0,N/A,16,37,0.43200000000000005,0.43200000000000005,10,12,0.833,12.0,31.0,43.0,7,2.0,2.0,7.0,42,42,0.0,1.0,0.0,,0.0,0.0,78.0
17573,Bryce Drew,1999,24,HOU,PG,34,0.0,441.0,47,129,0.364,16.0,49.0,0.327,31,80,0.38799999999999996,0.426,8,8,1.0,3.0,29.0,32.0,52,12.0,4.0,31.0,61,118,0.0,1.0,0.0,,0.0,0.0,118.0
17579,John Drew,1975,20,ATL,PF,78,N/A,2289.0,527,1230,0.428,N/A,N/A,N/A,527,1230,0.428,0.428,388,544,0.713,357.0,479.0,836.0,138,119.0,39.0,N/A,274,1442,0.0,1.0,N/A,roy,5.1,5.1,18.0
17590,Larry Drew,1981,22,DET,PG,76,N/A,1581.0,197,484,0.40700000000000003,4.0,17.0,0.235,193,467,0.413,0.41100000000000003,106,133,0.797,24.0,96.0,120.0,249,88.0,7.0,166.0,125,504,0.0,1.0,N/A,,0.0,0.0,69.0
17602,Clyde Drexler,1984,21,POR,SG,82,3.0,1408.0,252,559,0.451,1.0,4.0,0.25,251,555,0.452,0.452,123,169,0.728,112.0,123.0,235.0,153,107.0,29.0,123.0,209,628,0.0,1.0,0.036585365853658534,,0.0,0.0,76.0
17617,Nate Driggers,1997,23,BOS,SG,15,0.0,132.0,13,43,0.302,0.0,9.0,0.0,13,34,0.382,0.302,10,14,0.7140000000000001,12.0,10.0,22.0,6,3.0,2.0,6.0,10,36,0.0,1.0,0.0,,0.0,0.0,115.0
17618,Terry Driscoll,1971,23,DET,PF,69,N/A,1255.0,132,318,0.415,N/A,N/A,N/A,132,318,0.415,0.415,108,154,0.701,N/A,N/A,402.0,54,N/A,N/A,N/A,212,372,0.0,1.0,N/A,,0.0,0.0,98.0
17623,Predrag Drobnjak,2002,26,SEA,C,64,12.0,1174.0,191,414,0.461,0.0,2.0,0.0,191,412,0.46399999999999997,0.461,55,73,0.753,75.0,144.0,219.0,51,20.0,31.0,51.0,109,437,0.0,1.0,0.1875,,0.0,0.0,126.0
17627,Ralph Drollinger,1981,26,DAL,C,6,N/A,67.0,7,14,0.5,0.0,0.0,N/A,7,14,0.5,0.5,1,4,0.25,5.0,14.0,19.0,14,1.0,2.0,13.0,16,15,0.0,1.0,N/A,,0.0,0.0,69.0
17628,Andre Drummond,2013,19,DET,C,60,10.0,1243.0,208,342,0.608,1.0,2.0,0.5,207,340,0.609,0.61,59,159,0.371,169.0,288.0,457.0,30,59.0,95.0,57.0,144,476,0.0,1.0,0.16666666666666666,roy,0.0,36.0,605.0
17637,Dennis DuVal,1975,22,WSB,PG,37,N/A,137.0,24,65,0.369,0.0,0.0,0.0,24,65,0.369,0.369,12,18,0.667,8.0,15.0,23.0,14,16.0,2.0,N/A,34,60,0.0,1.0,N/A,,0.0,0.0,18.0
17640,Kevin Duckworth,1987,22,SAS POR ,C,65,1.0,875.0,130,273,0.47600000000000003,0.0,1.0,0.0,130,272,0.478,0.47600000000000003,92,134,0.687,76.0,147.0,223.0,29,21.0,21.0,78.0,192,352,0.0,1.0,0.015384615384615385,,0.0,0.0,78.0
17651,Charles Dudley,1973,22,SEA,PG,12,N/A,99.0,10,23,0.435,0.0,0.0,0.0,10,23,0.435,0.435,14,16,0.875,N/A,N/A,6.0,16,N/A,N/A,N/A,15,34,0.0,1.0,N/A,,0.0,0.0,17.0
17657,Chris Dudley,1988,22,CLE,C,55,1.0,513.0,65,137,0.474,0.0,0.0,N/A,65,137,0.474,0.474,40,71,0.563,74.0,70.0,144.0,23,13.0,19.0,31.0,87,170,0.0,1.0,0.01818181818181818,,0.0,0.0,80.0
17673,Jared Dudley,2008,22,CHA,PF,73,14.0,1384.0,163,348,0.46799999999999997,9.0,41.0,0.22,154,307,0.502,0.48100000000000004,87,118,0.737,121.0,165.0,286.0,81,55.0,10.0,50.0,128,422,0.0,1.0,0.1917808219178082,,0.0,0.0,625.0
17687,Terry Duerod,1980,23,DET,SG,67,N/A,1331.0,282,598,0.47200000000000003,15.0,53.0,0.28300000000000003,267,545,0.49,0.484,45,66,0.682,29.0,69.0,98.0,117,41.0,11.0,79.0,102,624,0.0,1.0,N/A,,0.0,0.0,66.0
17694,Chris Duhon,2005,22,CHI,PG,82,73.0,2177.0,172,488,0.35200000000000004,94.0,265.0,0.355,78,223,0.35,0.449,49,67,0.731,23.0,190.0,213.0,398,82.0,3.0,119.0,205,487,0.0,1.0,0.8902439024390244,,0.0,0.0,630.0
17703,Duje Dukan,2016,24,SAC,SF,1,0.0,24.0,2,10,0.2,2.0,5.0,0.4,0,5,0.0,0.3,0,0,0.0,2.0,2.0,4.0,1,1.0,0.0,0.0,2,6,0.0,1.0,0.0,,0.0,0.0,650.0
17712,Joe Dumars,1986,22,DET,SG,82,45.0,1957.0,287,597,0.48100000000000004,5.0,16.0,0.313,282,581,0.485,0.485,190,238,0.7979999999999999,60.0,59.0,119.0,390,66.0,11.0,158.0,200,769,0.0,1.0,0.5487804878048781,,0.0,0.0,78.0
17726,Richard Dumas,1993,23,PHO,SF,48,32.0,1320.0,302,576,0.524,1.0,3.0,0.33299999999999996,301,573,0.525,0.525,152,215,0.7070000000000001,100.0,123.0,223.0,60,85.0,39.0,92.0,127,757,0.0,1.0,0.6666666666666666,,0.0,0.0,98.0
17729,Tony Dumas,1995,22,DAL,SG,58,0.0,613.0,96,250,0.384,22.0,73.0,0.301,74,177,0.418,0.428,50,77,0.649,32.0,30.0,62.0,57,13.0,4.0,50.0,78,264,0.0,1.0,0.0,,0.0,0.0,105.0
17735,Tim Duncan,1998,21,SAS,PF,82,82.0,3204.0,706,1287,0.5489999999999999,0.0,10.0,0.0,706,1277,0.5529999999999999,0.5489999999999999,319,482,0.662,274.0,703.0,977.0,224,55.0,206.0,279.0,254,1731,0.0,1.0,1.0,roy,113.0,113.0,116.0
17754,Mike Dunleavy,1977,22,PHI,PG,32,N/A,359.0,60,145,0.414,N/A,N/A,N/A,60,145,0.414,0.414,34,45,0.7559999999999999,10.0,24.0,34.0,56,13.0,2.0,N/A,64,154,0.0,1.0,N/A,,0.0,0.0,66.0
17780,Kris Dunn,2017,22,MIN,PG,78,7.0,1333.0,118,313,0.377,21.0,73.0,0.28800000000000003,97,240,0.40399999999999997,0.41100000000000003,36,59,0.61,24.0,142.0,166.0,188,78.0,36.0,89.0,178,293,0.0,1.0,0.08974358974358974,,0.0,0.0,500.0
17785,T.R. Dunn,1978,22,POR,SG,63,N/A,768.0,100,240,0.41700000000000004,N/A,N/A,N/A,100,240,0.41700000000000004,0.41700000000000004,37,56,0.6609999999999999,63.0,84.0,147.0,45,46.0,8.0,35.0,74,237,0.0,1.0,N/A,,0.0,0.0,66.0
17799,Ronald Dupree,2004,23,CHI,SF,47,8.0,893.0,111,282,0.39399999999999996,4.0,9.0,0.444,107,273,0.392,0.401,66,105,0.629,55.0,112.0,167.0,55,32.0,18.0,51.0,134,292,0.0,1.0,0.1702127659574468,,0.0,0.0,590.0
